,id,loan_amnt,term,int_rate, installment ,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,is_good_customer
5635,84690720,3825,36,0.18, 138.27 ,4,2,5.0,MORTGAGE,60000.0,Verified,debt_consolidation,,NY,14.95,0,Mar-04,1,,,10,0,6210,97%,11,f,,0,528182,1,1,1,1,9.0,9375,56.0,2,4,1120,67,6400,0,0,2,5,52818,56.0,98.7,0,0,25.0,29,6,6,2,11.0,,6.0,,0,5,7,5,5,2,7,7,7,10,0.0,0,0,3,100.0,100.0,0,0,580975,15585,4400,16879,no
5636,83633169,10000,36,0.11, 329.72 ,2,5,1.0,OWN,46000.0,Source Verified,credit_card,,TX,17.4,0,Aug-05,0,80.0,,7,0,5087,42.70%,14,w,,0,49132,2,2,1,2,7.0,44045,108.0,3,3,3065,93,11900,0,3,1,5,7019,5644.0,40.6,0,0,130.0,115,1,1,1,1.0,,12.0,,0,3,5,3,3,8,5,5,5,7,0.0,0,0,4,92.9,33.3,0,0,52728,49132,9500,40828,yes
5637,83963304,8000,36,0.11, 261.88 ,2,4,0.0,RENT,33000.0,Verified,debt_consolidation,Debt consolidation,AZ,22.4,0,May-85,1,,69.0,11,1,461,4.50%,33,w,,0,11636,2,3,1,2,3.0,11175,52.0,2,3,0,37,10300,0,0,3,5,1164,800.0,0.0,0,0,123.0,373,0,0,3,99.0,,0.0,,0,0,2,1,6,6,8,24,2,11,0.0,0,0,3,100.0,0.0,1,0,31710,11636,800,21410,yes
5638,83984211,6400,36,0.07, 197.59 ,1,2,3.0,MORTGAGE,55000.0,Verified,major_purchase,Major purchase,NY,12.33,1,Jun-05,1,12.0,,5,0,2891,16.80%,10,f,,0,310137,0,1,0,0,35.0,14656,56.0,0,0,1817,41,17200,0,0,1,0,62027,14309.0,16.8,0,0,35.0,132,50,35,1,51.0,,3.0,,0,3,3,3,6,1,3,8,3,5,0.0,0,0,0,90.0,33.3,0,0,408667,17547,17200,25974,yes
5639,83624421,25000,60,0.11, 543.44 ,2,4,2.0,MORTGAGE,100000.0,Source Verified,debt_consolidation,,TX,15.89,0,Jan-04,3,,,12,0,5722,24%,30,w,64.0,0,297947,4,2,2,2,2.0,63695,99.0,4,6,5712,24,23552,0,3,2,9,24828,3788.0,38.0,0,0,149.0,64,4,2,2,4.0,,4.0,,0,4,8,4,4,20,8,8,2,12,,0,0,6,100.0,25.0,0,0,333415,69417,15150,64163,no
5640,84616628,27200,36,0.1, 883.94 ,2,3,6.0,OWN,110000.0,Verified,credit_card,Credit card refinancing,UT,15.73,1,May-91,0,3.0,12.0,16,2,44626,91.80%,40,w,,0,260755,0,7,1,2,12.0,72613,92.0,0,0,3775,92,49100,0,0,1,2,17384,1528.0,93.0,0,0,131.0,302,81,12,1,81.0,49.0,1.0,49.0,0,4,6,4,5,26,8,13,6,16,0.0,0,0,1,92.3,100.0,0,2,360144,117239,14800,79044,no
5641,84596053,25000,60,0.26, 743.94 ,6,1,10.0,RENT,108000.0,Verified,moving,Moving and relocation,CA,16.4,0,Jun-98,3,67.0,,13,0,10234,38.20%,27,f,67.0,0,45680,6,3,2,2,8.0,35446,59.0,7,7,2492,53,26800,1,2,4,9,3807,14288.0,22.3,0,0,169.0,217,3,3,0,3.0,,5.0,67.0,1,3,5,8,8,14,10,13,5,13,0.0,0,0,9,96.3,14.3,0,0,86848,45680,18400,60048,no
5642,85086709,16975,36,0.25, 677.53 ,5,5,0.0,MORTGAGE,37739.0,Verified,credit_card,Credit card refinancing,MI,32.82,0,Jul-85,1,,,14,0,40912,92%,21,f,,0,98535,2,0,0,0,,0,0.0,2,9,11591,92,44350,0,0,1,10,7038,3694.0,100.0,0,0,,372,4,4,3,4.0,,6.0,,0,9,13,14,14,0,13,18,13,14,,0,0,2,100.0,100.0,0,0,105640,40912,33250,0,no
5643,85116882,18000,36,0.14, 619.49 ,3,4,1.0,OWN,62000.0,Verified,debt_consolidation,,TX,20.33,1,Nov-93,0,11.0,,18,0,17242,21%,25,f,,0,103885,0,4,1,2,10.0,86643,88.0,0,6,7738,42,82300,0,0,1,8,5771,52058.0,24.9,0,0,155.0,272,14,10,0,14.0,,1.0,11.0,0,4,4,8,13,6,14,19,4,18,0.0,0,0,1,92.0,12.5,0,0,162296,103885,69300,79996,no
5644,85341045,10000,36,0.13, 339.31 ,3,2,8.0,MORTGAGE,138000.0,Source Verified,debt_consolidation,Debt consolidation,CA,11.1,0,Nov-01,2,,,20,0,51379,46.50%,30,f,,0,373392,1,5,2,2,8.0,9701,52.0,2,2,11608,47,110400,2,0,5,5,19652,46240.0,51.6,0,0,131.0,176,4,4,3,4.0,,2.0,,0,7,9,9,9,13,14,14,9,20,0.0,0,0,4,100.0,25.0,0,0,449232,61080,95600,18832,yes
5645,84653922,8000,36,0.19, 293.21 ,4,3,0.0,RENT,120000.0,Verified,other,Other,NV,34.3,0,Mar-85,1,41.0,,11,0,28720,89.20%,39,w,55.0,0,99074,3,4,5,7,2.0,70354,86.0,1,3,5929,87,32200,2,0,2,10,9007,786.0,94.4,0,0,115.0,374,7,2,4,108.0,,6.0,,1,3,7,3,7,22,7,12,7,11,0.0,0,0,6,92.1,100.0,0,0,108212,99074,14000,76012,no
5646,84304494,14000,36,0.11, 458.28 ,2,4,10.0,RENT,70000.0,Verified,debt_consolidation,Debt consolidation,NE,24.79,0,Apr-05,0,80.0,100.0,16,1,31211,62.70%,24,w,,0,43072,0,1,0,0,35.0,11861,47.0,0,6,7606,58,49800,1,1,0,6,2692,2466.0,89.2,0,0,134.0,86,18,18,1,18.0,,20.0,,0,9,13,9,10,6,15,17,13,16,0.0,0,0,0,100.0,77.8,1,0,74887,43072,22900,25087,no
5647,84555626,10000,36,0.11, 329.72 ,2,5,6.0,MORTGAGE,60000.0,Source Verified,other,Other,NJ,25.3,1,Mar-94,0,10.0,79.0,7,1,51,2.10%,19,w,10.0,0,305870,0,4,0,4,18.0,27026,54.0,0,0,43,51,2400,3,4,4,5,43696,2349.0,2.1,0,0,146.0,268,66,10,2,66.0,80.0,1.0,79.0,5,2,2,2,3,11,2,6,2,7,0.0,0,1,1,73.7,0.0,1,0,334276,27077,2400,50276,yes
5648,85146673,27600,36,0.14, 943.17 ,3,3,3.0,MORTGAGE,80000.0,Verified,debt_consolidation,Debt consolidation,PA,29.37,0,Nov-03,2,35.0,,20,0,58116,27.10%,39,w,,0,225859,2,2,1,3,7.0,49582,81.0,3,6,8602,51,113600,4,1,9,10,11887,36751.0,35.9,0,0,142.0,152,3,3,3,4.0,64.0,0.0,64.0,0,6,9,7,14,5,17,31,9,20,0.0,0,0,4,94.9,14.3,0,0,301481,107698,57300,61081,yes
5649,84264008,17950,36,0.19, 657.89 ,4,3,7.0,RENT,120000.0,Verified,house,Home buying,IL,1.47,0,Feb-10,2,,,7,0,4632,20.90%,10,f,,0,4632,0,0,0,0,50.0,0,,4,5,1433,21,22200,2,0,5,5,662,15539.0,22.3,0,0,64.0,64,9,9,0,9.0,,1.0,,0,4,5,6,6,2,7,7,5,7,0.0,0,0,4,100.0,0.0,0,0,22200,4632,20000,0,no
5650,84514249,25000,36,0.11, 818.35 ,2,4,10.0,RENT,95000.0,Not Verified,debt_consolidation,Debt consolidation,MA,6.58,0,Jan-03,0,,,19,0,23719,31.70%,30,w,,0,23719,1,0,0,0,,0,,2,5,6303,32,67100,0,0,0,5,1318,41981.0,32.5,0,0,,162,2,2,0,2.0,,,,0,10,10,17,21,0,19,30,10,19,0.0,0,0,2,100.0,18.7,0,0,67100,23719,65700,0,no
5651,84607131,10000,60,0.09, 207.54 ,2,1,2.0,MORTGAGE,57000.0,Not Verified,medical,Medical expenses,GA,28.28,0,Jul-05,0,71.0,,27,0,9019,32.30%,41,w,71.0,0,148867,0,15,0,3,14.0,52401,85.0,1,3,2071,69,27900,0,0,0,8,5514,9365.0,35.9,0,0,94.0,132,8,8,1,20.0,,16.0,71.0,1,4,6,5,12,16,10,23,6,27,0.0,0,0,2,97.5,20.0,0,0,179319,62364,14600,61640,yes
5652,85216458,28000,60,0.14, 658.65 ,3,4,9.0,MORTGAGE,90000.0,Source Verified,debt_consolidation,Debt consolidation,KY,21.52,1,Apr-93,0,9.0,,14,0,37523,49.40%,27,w,32.0,0,172172,0,2,0,0,32.0,18012,42.0,0,0,11379,47,76000,0,1,0,0,12298,19292.0,65.9,0,0,160.0,279,31,31,4,33.0,9.0,,9.0,0,5,6,8,14,5,11,18,6,14,0.0,0,0,0,88.9,37.5,0,0,258749,55535,56500,42576,yes
5653,85006573,35000,60,0.3," 1,131.51 ",7,4,10.0,MORTGAGE,85000.0,Verified,home_improvement,Home improvement,MD,18.89,0,Jan-00,1,36.0,,9,0,30776,48.40%,26,f,36.0,0,282758,2,1,1,1,6.0,41057,,2,2,14534,48,63600,1,0,5,4,31418,31318.0,46.1,0,0,131.0,198,4,4,3,4.0,36.0,4.0,36.0,0,3,4,6,15,4,7,19,4,9,0.0,0,0,4,92.3,33.3,0,0,319535,71833,58100,43135,no
5654,83110182,12000,60,0.11, 263.86 ,2,5,0.0,MORTGAGE,80112.0,Verified,home_improvement,,CA,21.95,1,May-99,0,13.0,,21,0,15016,29.40%,40,w,37.0,0,456728,1,3,0,1,20.0,29790,55.0,3,5,4965,42,51000,0,1,0,6,21749,14919.0,26.5,0,0,96.0,205,2,2,5,2.0,,19.0,13.0,0,2,6,6,11,6,17,29,6,21,0.0,0,0,3,95.0,16.7,0,0,576704,44806,20300,54704,yes
5655,84444319,7000,36,0.08, 219.33 ,1,4,0.0,MORTGAGE,21000.0,Verified,debt_consolidation,Debt consolidation,CO,9.49,0,Mar-79,1,,,8,0,3472,19.70%,19,w,,0,104658,2,0,1,4,10.0,0,,2,10,1217,20,17600,4,0,6,15,13082,8008.0,27.2,0,0,23.0,52,3,3,3,3.0,,4.0,,0,4,6,4,7,4,7,12,6,8,0.0,0,0,4,100.0,0.0,0,0,119350,3472,11000,0,yes
5656,84494594,20000,60,0.09, 415.08 ,2,1,10.0,MORTGAGE,83300.0,Not Verified,debt_consolidation,Debt consolidation,MI,23.83,0,Aug-94,1,,,54,0,23515,4%,83,w,,0,243520,1,3,1,1,9.0,36669,59.0,4,14,6209,9,588700,0,8,3,15,4510,454843.0,4.2,0,0,263.0,185,6,6,4,6.0,,6.0,,0,9,12,40,53,10,49,68,12,54,0.0,0,0,5,100.0,0.0,0,0,871975,60184,474600,62375,yes
5657,84204492,24000,36,0.05, 722.76 ,1,1,3.0,MORTGAGE,170000.0,Source Verified,debt_consolidation,Debt consolidation,MI,3.2,0,Mar-98,1,,,5,0,2765,15.10%,27,w,,0,151835,0,1,0,1,23.0,4725,37.0,0,0,1474,24,18300,2,1,1,1,30367,12226.0,10.8,0,0,145.0,219,35,23,2,75.0,,1.0,,0,1,3,1,10,9,3,16,3,5,0.0,0,0,0,100.0,0.0,0,0,183280,7490,13700,12880,yes
5658,84595758,2000,36,0.08, 62.30 ,1,3,1.0,OWN,60000.0,Source Verified,debt_consolidation,Debt consolidation,NH,8.1,0,Aug-05,0,,,7,0,14357,29.70%,17,w,,0,16584,0,1,0,0,43.0,2227,21.0,0,0,6029,28,48300,0,0,0,0,2369,31193.0,28.0,0,0,131.0,131,30,30,0,30.0,,,,0,4,5,5,10,3,6,14,5,7,0.0,0,0,0,100.0,20.0,0,0,59049,16584,43300,10749,yes
5659,84950056,7800,36,0.19, 285.88 ,4,3,9.0,MORTGAGE,45000.0,Verified,debt_consolidation,Debt consolidation,CO,12.03,0,Oct-05,0,42.0,,12,0,5789,26.30%,18,w,64.0,0,101683,1,1,0,0,35.0,8448,63.0,2,8,2249,40,22000,0,0,0,8,9244,1113.0,76.8,0,0,91.0,129,4,4,2,17.0,,,64.0,1,3,6,3,5,2,9,14,6,12,0.0,0,0,2,88.9,66.7,0,0,126388,14237,4800,13368,yes
5660,85206607,14000,36,0.16, 489.37 ,3,5,10.0,MORTGAGE,90000.0,Verified,debt_consolidation,Debt consolidation,MO,20.73,0,Sep-05,1,,102.0,8,1,8754,43.80%,21,f,,0,211452,4,4,3,4,3.0,68501,84.0,1,1,5150,70,20000,2,9,5,5,26432,11246.0,43.8,0,0,130.0,118,2,2,1,2.0,,0.0,,0,3,3,3,4,16,3,4,3,8,0.0,0,0,4,100.0,33.3,1,0,237732,77255,20000,74377,yes
5661,85451176,15000,60,0.17, 372.71 ,4,1,7.0,RENT,36000.0,Verified,other,Other,CA,19.47,0,Dec-01,0,41.0,,9,0,12681,55.60%,20,w,41.0,0,22435,0,1,1,2,9.0,9754,81.0,1,3,4000,65,22800,0,0,1,5,2804,5328.0,69.7,0,0,175.0,175,7,7,0,18.0,,7.0,,0,4,5,5,9,6,8,14,5,9,0.0,0,0,2,95.0,80.0,0,0,34800,22435,17600,12000,no
5662,84739170,7200,36,0.1, 233.99 ,2,3,1.0,RENT,97000.0,Source Verified,debt_consolidation,Debt consolidation,VA,14.59,6,Mar-90,0,16.0,,8,0,5154,79.30%,27,w,16.0,0,34808,2,3,2,2,2.0,29654,84.0,0,0,2009,79,6500,1,4,1,3,4351,1340.0,75.2,0,0,127.0,316,28,2,1,38.0,16.0,2.0,16.0,1,3,4,3,12,7,4,18,4,8,0.0,0,2,2,74.1,33.3,0,0,43952,34808,5400,35470,no
5663,84304093,15000,36,0.1, 487.47 ,2,3,8.0,RENT,40000.0,Source Verified,other,Other,CA,0.75,0,Jan-01,0,,,2,0,2405,13.40%,5,w,,0,2405,0,0,0,0,,0,,0,0,2405,13,18000,0,3,0,0,1203,4595.0,34.4,0,0,,185,40,40,0,40.0,,,,0,1,1,1,2,0,2,5,1,2,0.0,0,0,0,100.0,0.0,0,0,18000,2405,7000,0,yes
5664,85116486,40000,60,0.2," 1,059.54 ",4,4,5.0,RENT,125000.0,Verified,debt_consolidation,Debt consolidation,MD,19.6,0,Apr-01,0,,,15,0,56291,81.90%,28,f,,0,68095,0,1,0,1,19.0,11804,56.0,0,2,8177,76,68700,0,4,0,3,4540,3385.0,91.1,0,0,100.0,183,18,18,0,20.0,,18.0,,0,9,14,9,11,6,14,22,14,15,0.0,0,0,0,100.0,100.0,0,0,89741,68095,38100,21041,no
5665,84689184,2000,36,0.19, 73.31 ,4,3,0.0,RENT,29532.0,Verified,debt_consolidation,,FL,29.5,0,Jul-06,0,,,4,0,1398,93.20%,7,w,,0,20649,2,2,1,2,4.0,19251,73.0,1,2,712,74,1500,1,0,0,4,5162,102.0,93.2,0,0,37.0,120,5,4,0,5.0,,14.0,,0,2,2,2,4,3,2,4,2,4,0.0,0,0,2,100.0,100.0,0,0,27757,20649,1500,26257,no
5666,84143930,13000,36,0.1, 422.48 ,2,3,0.0,MORTGAGE,69600.0,Source Verified,debt_consolidation,Debt consolidation,GA,18.66,0,Dec-93,1,73.0,117.0,11,1,17007,44.30%,46,f,73.0,0,228032,1,2,1,4,9.0,34948,84.0,1,3,2250,49,38400,4,4,3,9,20730,6912.0,39.4,0,0,122.0,169,0,0,5,0.0,,3.0,,1,3,5,5,8,25,8,16,5,11,0.0,0,0,2,97.8,40.0,1,0,260630,51955,11400,42716,yes
5667,85250408,20000,36,0.18, 722.95 ,4,2,10.0,MORTGAGE,64000.0,Not Verified,debt_consolidation,Debt consolidation,TX,20.46,0,Sep-97,2,,,8,0,8842,61%,12,w,,0,57178,1,2,1,3,7.0,27290,70.0,1,2,3833,68,14500,0,0,2,5,7147,4088.0,67.8,0,0,158.0,43,6,6,1,14.0,,1.0,,0,4,5,4,4,6,5,5,5,8,0.0,0,0,2,100.0,50.0,0,0,88489,36132,12700,38989,yes
5668,84546947,8000,36,0.14, 275.33 ,3,4,5.0,MORTGAGE,95000.0,Source Verified,small_business,Business,MA,16.74,0,Dec-97,0,,96.0,8,1,12290,75.90%,13,f,,0,35756,0,2,0,1,14.0,23466,52.0,0,2,4757,58,16200,0,0,0,3,4470,284.0,97.0,0,0,223.0,80,20,14,0,20.0,,13.0,,0,3,6,3,6,4,6,9,6,8,0.0,0,0,0,100.0,100.0,1,0,61358,35756,9600,45158,no
5669,84880468,24000,60,0.14, 558.32 ,3,3,10.0,MORTGAGE,98000.0,Verified,credit_card,Credit card refinancing,NC,21.88,1,Jul-88,0,12.0,,17,0,46293,66.70%,25,w,101.0,0,224845,1,2,1,2,12.0,15692,63.0,2,4,7973,66,69400,0,0,0,6,14990,435.0,97.1,0,0,21.0,336,6,6,2,6.0,12.0,,12.0,1,4,7,6,9,2,14,21,7,17,0.0,0,0,3,87.5,75.0,0,0,276400,61985,14900,25000,no
5670,84455916,20000,36,0.13, 678.61 ,3,2,8.0,MORTGAGE,63000.0,Verified,credit_card,Credit card refinancing,VA,14.61,0,Sep-02,2,,48.0,9,1,9093,49.20%,33,w,,0,33343,3,5,3,3,4.0,24250,78.0,1,2,5672,67,18500,2,3,3,5,3705,7907.0,53.5,0,0,141.0,166,4,4,1,33.0,,3.0,,0,3,3,3,9,21,4,10,3,9,0.0,0,0,4,100.0,66.7,1,0,49500,33343,17000,31000,no
5671,85410744,22075,60,0.18, 560.44 ,4,2,10.0,RENT,60000.0,Source Verified,debt_consolidation,Debt consolidation,PA,6.58,0,Feb-05,0,,,4,0,13746,51.30%,13,w,,0,13746,1,0,0,2,18.0,0,,1,1,8528,51,26800,2,0,1,3,3437,13054.0,51.3,0,0,137.0,130,5,5,0,5.0,,6.0,,0,3,3,4,5,5,4,8,3,4,0.0,0,0,1,100.0,50.0,0,0,26800,13746,26800,0,yes
5672,84294892,4500,36,0.08, 141.00 ,1,4,10.0,OWN,90000.0,Not Verified,car,Car financing,OH,24.29,0,Jul-01,1,,,16,0,20860,19.70%,34,f,,0,266644,0,3,1,2,10.0,23397,43.0,0,3,12196,28,105700,3,0,9,5,16665,57958.0,20.6,0,0,162.0,179,15,10,3,15.0,,0.0,,0,3,4,6,10,9,12,22,4,16,0.0,0,0,1,100.0,0.0,0,0,413744,44257,73000,54544,yes
5673,84880407,8800,36,0.21, 333.76 ,4,5,1.0,RENT,50000.0,Source Verified,major_purchase,Major purchase,NV,23.07,0,Jun-05,0,43.0,,22,0,1075,13.10%,34,f,43.0,0,68447,1,15,0,5,17.0,67372,108.0,4,6,10,97,8200,2,1,3,11,3259,2483.0,0.7,0,0,94.0,133,5,5,0,7.0,,3.0,,4,2,4,2,4,22,7,12,4,22,0.0,0,0,4,87.9,0.0,0,0,70866,68447,2500,62666,yes
5674,83633755,24000,36,0.11, 791.32 ,2,5,10.0,MORTGAGE,60100.0,Verified,debt_consolidation,,CO,33.77,0,Jan-01,2,,,9,0,6320,52.20%,34,f,,0,175285,2,3,2,6,1.0,63178,98.0,0,0,0,86,12100,2,10,3,6,19476,,,0,0,135.0,185,37,1,2,,,1.0,,0,0,2,0,0,19,4,12,2,9,0.0,0,0,2,100.0,,0,0,215311,73498,0,68470,no
5675,84920491,16000,36,0.19, 586.42 ,4,3,10.0,RENT,60000.0,Verified,debt_consolidation,Debt consolidation,KY,26.34,0,Mar-04,1,,,23,0,13651,51.50%,31,w,,0,93912,0,9,0,3,14.0,80261,102.0,1,5,3124,89,26500,3,2,3,8,4269,90.0,98.8,0,0,148.0,147,12,12,1,19.0,,4.0,,0,4,12,4,5,14,14,16,12,23,0.0,0,0,1,100.0,100.0,0,0,105337,93912,7600,78837,yes
5676,84750009,3000,36,0.16, 104.87 ,3,5,10.0,RENT,143000.0,Verified,medical,Medical expenses,MD,31.54,0,Nov-95,0,49.0,,12,0,52455,85.90%,31,w,49.0,0,200202,3,5,3,8,1.0,147747,92.0,1,2,13814,87,61100,1,11,1,10,16684,1141.0,96.4,0,0,248.0,145,2,1,2,2.0,,11.0,,2,3,4,3,4,16,6,12,4,12,0.0,0,0,4,96.7,100.0,0,0,203690,200202,31900,140833,no
5677,85360438,10000,36,0.14, 341.73 ,3,3,10.0,OWN,70000.0,Verified,other,Other,OH,21.0,0,Dec-03,0,,,10,0,3105,44.40%,22,f,,0,53869,1,6,2,8,4.0,39884,79.0,0,2,1380,75,7000,0,0,1,10,5387,3670.0,33.3,0,0,123.0,151,20,4,1,20.0,,11.0,,0,2,3,2,4,14,3,7,3,10,0.0,0,0,2,100.0,50.0,0,0,73025,42989,5500,50520,no
5678,84583136,20000,36,0.09, 632.19 ,1,5,5.0,MORTGAGE,280000.0,Source Verified,home_improvement,Home improvement,NJ,1.9,0,Jun-96,1,,92.0,10,2,13649,32.60%,12,f,,0,448125,2,0,0,0,155.0,0,,3,4,11779,33,41900,0,0,1,4,56016,8992.0,59.1,0,0,155.0,240,3,3,1,3.0,,6.0,,0,3,6,3,3,1,8,9,6,10,0.0,0,0,3,100.0,33.3,0,2,518900,13649,22000,0,yes
5679,84740296,24000,36,0.13, 806.23 ,3,1,4.0,MORTGAGE,175000.0,Not Verified,debt_consolidation,Debt consolidation,GA,10.92,1,Apr-03,1,5.0,83.0,10,2,14109,53.90%,29,w,,0,431770,0,3,1,4,11.0,49419,65.0,1,2,5980,60,26200,1,0,5,8,43177,5659.0,58.7,0,0,130.0,159,12,8,3,44.0,,4.0,,0,2,5,3,5,16,6,10,5,10,0.0,0,0,3,100.0,0.0,2,0,466544,63528,13700,65344,yes
5680,84899886,9000,36,0.14, 309.75 ,3,4,10.0,MORTGAGE,110000.0,Not Verified,home_improvement,Home improvement,WI,20.39,0,Mar-00,2,,112.0,13,1,16530,70.30%,44,f,,0,214195,2,4,3,5,2.0,45112,92.0,1,3,4510,85,23500,7,3,17,9,17850,3530.0,69.6,0,0,119.0,196,9,2,2,9.0,,2.0,,0,3,6,3,14,20,8,22,6,13,0.0,0,0,4,100.0,66.7,1,0,229815,61642,11600,49312,no
5681,84880302,30000,36,0.2," 1,114.76 ",4,4,3.0,RENT,127390.0,Source Verified,debt_consolidation,Debt consolidation,TX,12.51,0,Mar-92,1,,,9,0,16197,49%,15,w,,0,57962,3,2,2,2,5.0,41765,96.0,5,7,5361,49,33100,1,0,4,9,6440,4729.0,49.0,0,0,267.0,20,6,5,0,6.0,,5.0,,0,7,7,7,7,8,7,7,7,9,,0,0,7,100.0,14.3,0,0,76829,57962,33100,43729,yes
5682,84254798,11000,36,0.08, 344.65 ,1,4,6.0,MORTGAGE,110000.0,Not Verified,credit_card,Credit card refinancing,IL,2.2,0,Apr-86,0,36.0,,7,0,4998,36.70%,15,w,42.0,0,68921,0,0,0,0,69.0,0,,0,1,1901,36,13600,1,0,0,1,9846,7045.0,31.6,0,0,69.0,362,14,14,2,70.0,36.0,14.0,36.0,2,3,4,3,7,1,5,10,4,7,0.0,0,0,0,73.3,0.0,0,0,152526,5292,10300,0,no
5683,84453575,34800,36,0.13," 1,169.04 ",3,1,10.0,MORTGAGE,107000.0,Source Verified,debt_consolidation,Debt consolidation,TX,19.38,0,Jun-86,2,41.0,,13,0,916,3.50%,31,f,56.0,0,170801,1,3,2,8,5.0,49376,86.0,0,1,329,60,26500,2,2,3,9,13139,23384.0,3.8,0,0,143.0,361,17,5,2,17.0,,2.0,,1,6,6,7,7,20,9,9,6,13,0.0,0,0,2,77.3,0.0,0,0,236986,50292,24300,57236,no
5684,84436644,23350,36,0.17, 832.38 ,4,1,0.5,RENT,124000.0,Not Verified,small_business,Business,CA,0.28,0,Mar-04,0,80.0,89.0,10,1,648,4.20%,17,w,,0,307220,0,0,0,0,37.0,0,,1,2,634,4,15400,4,0,6,3,30722,8852.0,6.8,0,0,65.0,148,12,12,2,26.0,80.0,3.0,80.0,0,2,2,5,7,3,9,12,2,10,0.0,0,0,1,94.1,0.0,1,0,329175,648,9500,0,no
5685,84494813,18000,60,0.21, 491.94 ,4,5,10.0,MORTGAGE,36000.0,Source Verified,debt_consolidation,Debt consolidation,MO,23.3,0,Nov-04,0,,,11,0,27803,50.90%,18,f,,0,122724,0,1,1,1,11.0,5782,83.0,0,1,6794,55,54600,0,0,0,2,11157,17597.0,61.2,0,0,74.0,92,13,11,5,13.0,,13.0,,0,6,6,6,8,3,8,10,6,11,0.0,0,0,1,100.0,50.0,0,0,159260,33585,45400,7000,yes
5686,84505870,15000,60,0.24, 431.44 ,5,2,10.0,MORTGAGE,72200.0,Verified,car,Car financing,CA,10.85,3,Jul-86,0,6.0,,6,0,14139,88.40%,28,f,,0,304474,0,1,1,1,7.0,27727,80.0,1,1,14139,82,16000,1,1,2,2,60895,361.0,97.5,0,0,168.0,360,10,7,5,37.0,32.0,1.0,6.0,0,1,1,2,5,13,3,10,1,6,0.0,0,0,2,85.7,100.0,0,0,325799,41866,14500,34799,yes
5687,84606945,9950,36,0.18, 359.67 ,4,2,8.0,RENT,55000.0,Verified,debt_consolidation,Debt consolidation,AR,34.34,0,Nov-98,1,79.0,,15,0,22352,65%,33,w,81.0,0,83592,0,8,1,4,12.0,61240,87.0,0,1,8497,80,34400,3,0,6,5,5573,8208.0,72.1,0,0,133.0,212,19,12,0,19.0,79.0,4.0,79.0,2,5,6,5,12,16,7,17,6,15,0.0,0,0,1,87.9,40.0,0,0,104957,83592,29400,70557,no
5688,84940231,5000,36,0.2, 185.80 ,4,4,10.0,OWN,60000.0,Verified,other,Other,HI,12.56,4,Mar-02,0,3.0,,6,0,214,7.10%,22,f,23.0,0,16181,0,2,0,0,32.0,15967,47.0,0,0,214,43,3000,0,3,0,0,4045,86.0,71.3,0,0,146.0,172,43,32,7,56.0,23.0,,17.0,1,1,1,3,6,5,4,10,1,6,0.0,0,1,0,81.8,0.0,0,0,37313,16181,300,34313,yes
5689,84496007,28000,36,0.05, 843.22 ,1,1,3.0,MORTGAGE,210000.0,Source Verified,debt_consolidation,Debt consolidation,MS,5.12,0,Jul-94,0,75.0,,12,0,25434,18.50%,48,w,75.0,0,300219,0,1,0,2,18.0,23278,,0,0,10258,19,137500,0,13,0,2,25018,72957.0,12.4,0,0,174.0,264,26,18,4,26.0,75.0,,75.0,0,2,5,6,11,26,10,18,5,12,0.0,0,0,0,100.0,0.0,0,0,456844,48712,83300,47625,yes
5690,84467743,2000,36,0.09, 63.60 ,2,1,10.0,OWN,44000.0,Not Verified,vacation,Vacation,FL,23.08,1,Jul-87,0,23.0,,9,0,2273,28.40%,27,w,52.0,0,214201,0,2,0,0,104.0,114514,6.0,1,5,648,20,8000,0,0,0,5,23800,2952.0,18.0,0,0,120.0,348,7,7,2,7.0,52.0,22.0,52.0,4,1,2,1,12,4,6,21,2,9,0.0,0,0,1,69.2,0.0,0,0,267210,116787,3600,141096,yes
